freq,indic_sb,nace_r2,currency,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 
A,V13330,C_LTC,MIO_EUR,ES	5664 	5066 	4950 	4894 	4649 	4528 	4510 
A,V13330,C_LTC,MIO_EUR,EU27_2007	62811 	: @C	59253 e	: @C	: 	: 	: 
A,V13330,C_LTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V13330,C_LTC,MIO_EUR,EU28	: 	: 	: 	: @C	60497 e	60331 e	: 
A,V13330,C_LTC,MIO_EUR,FI	: @C	: @C	: @C	: @C	: @C	: b	1039 
A,V13330,C_LTC,MIO_EUR,FR	: 	11919 	12098 	: @C	12691 	: @C	12328 
A,V13330,C_LTC,MIO_EUR,HR	: @C	: @C	: @C	: @C	202 	: @C	: @C
A,V13330,C_LTC,MIO_EUR,HU	558 	440 	408 	410 	393 	402 	418 
A,V13330,C_LTC,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: 	: 
A,V13330,C_LTC,MIO_EUR,IT	: @C	11478 	11319 	11368 	10971 	11005 	11147 
A,V13330,C_LTC,MIO_EUR,LT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC,MIO_EUR,NL	: @C	1954 	2020 	2049 	2101 	2157 	2128 
A,V13330,C_LTC,MIO_EUR,NO	: @C	: @C	: @C	851 	934 	927 	832 
A,V13330,C_LTC,MIO_EUR,PL	1608 	1293 	1425 	1469 	1599 	1553 	1662 
A,V13330,C_LTC,MIO_EUR,PT	: @C	1223 	1168 	1162 	1110 	1083 b	1128 
A,V13330,C_LTC,MIO_EUR,RO	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC,MIO_EUR,SE	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC,MIO_EUR,SI	155 	139 	134 	131 	122 	118 	116 
A,V13330,C_LTC,MIO_EUR,SK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC,MIO_EUR,TR	: 	1148 	: 	: 	: 	: 	: 
A,V13330,C_LTC,MIO_EUR,UK	4063 	3442 	3452 	3497 	3693 	3860 	3896 
A,V13330,C_LTC_M,MIO_EUR,AT	: @C	: @C	: @C	: @C	2161 	2290 	2361 
A,V13330,C_LTC_M,MIO_EUR,BE	: @C	2548 	2478 	2674 	2728 	2721 	2655 
A,V13330,C_LTC_M,MIO_EUR,BG	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC_M,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC_M,MIO_EUR,CY	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC_M,MIO_EUR,CZ	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC_M,MIO_EUR,DE	15137 	14485 	14550 	15217 	15710 	16211 	16771 
A,V13330,C_LTC_M,MIO_EUR,DK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC_M,MIO_EUR,EE	104 	82 	81 	93 	102 	112 	123 
A,V13330,C_LTC_M,MIO_EUR,EL	704 	702 	655 	: @C	533 	503 	450 
A,V13330,C_LTC_M,MIO_EUR,ES	6114 	5202 	5032 	5000 	4690 	4460 	4510 
A,V13330,C_LTC_M,MIO_EUR,EU27_2007	70551 	64720 e	64812 e	: @C	: 	: 	: 
A,V13330,C_LTC_M,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V13330,C_LTC_M,MIO_EUR,EU28	: 	: 	: 	67186 e	68388 e	68004 e	: 
A,V13330,C_LTC_M,MIO_EUR,FI	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC_M,MIO_EUR,FR	: 	13367 	13492 	: @C	13800 	13572 	13700 
A,V13330,C_LTC_M,MIO_EUR,HR	: @C	: @C	: @C	: @C	150 	: @C	: @C
A,V13330,C_LTC_M,MIO_EUR,HU	606 	478 	437 	462 	468 	465 	474 
A,V13330,C_LTC_M,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: 	: 
A,V13330,C_LTC_M,MIO_EUR,IT	12791 	11806 	11707 	12011 	11793 	11460 	11412 
A,V13330,C_LTC_M,MIO_EUR,LT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC_M,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC_M,MIO_EUR,LV	: @C	39 	36 	40 	50 	: @C	49 
A,V13330,C_LTC_M,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC_M,MIO_EUR,NL	: @C	1934 	1881 	2253 	2111 	1967 	2237 
A,V13330,C_LTC_M,MIO_EUR,NO	: @C	: @C	776 	: @C	: @C	892 	: @C
A,V13330,C_LTC_M,MIO_EUR,PL	1593 	1210 	1386 	1485 	1652 	1512 	1674 
A,V13330,C_LTC_M,MIO_EUR,PT	: @C	838 	788 	792 	760 	762 b	768 
A,V13330,C_LTC_M,MIO_EUR,RO	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC_M,MIO_EUR,SE	2831 	2231 	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC_M,MIO_EUR,SI	186 	: @C	: @C	: @C	188 	193 	: @C
A,V13330,C_LTC_M,MIO_EUR,SK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,C_LTC_M,MIO_EUR,TR	: 	757 	: 	: 	: 	: 	: 
A,V13330,C_LTC_M,MIO_EUR,UK	4317 	3457 	3562 	3644 	4176 	3758 	4051 
A,V13330,HTC,MIO_EUR,AT	1354 	1381 	1379 	1492 	1630 	1769 	1824 
A,V13330,HTC,MIO_EUR,BE	: @C	2503 	: @C	: @C	2338 	2460 	2439 
A,V13330,HTC,MIO_EUR,BG	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,HTC,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,HTC,MIO_EUR,CY	53 	68 	: @C	: @C	: @C	: @C	: @C
A,V13330,HTC,MIO_EUR,CZ	837 p	823 	836 	919 	936 	916 	896 
A,V13330,HTC,MIO_EUR,DE	13362 	12688 	11443 	11883 	12615 	13498 	14959 
A,V13330,HTC,MIO_EUR,DK	665 	691 	666 	748 	728 	815 	823 
A,V13330,HTC,MIO_EUR,EE	81 	: @C	85 	100 	106 	119 	128 
A,V13330,HTC,MIO_EUR,EL	600 	647 	: @C	464 	471 	541 	412 
A,V13330,HTC,MIO_EUR,ES	4301 	4266 	4351 	4359 	4336 	4314 	4806 
A,V13330,HTC,MIO_EUR,EU27_2007	72896 	68821 e	: @C	: @C	: 	: 	: 
A,V13330,HTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V13330,HTC,MIO_EUR,EU28	: 	: 	: 	: @C	75090 e	76668 e	: 
A,V13330,HTC,MIO_EUR,FI	: @C	: @C	1171 	: @C	: @C	: b	1204 
A,V13330,HTC,MIO_EUR,FR	: @C	16966 	17602 	18567 	19217 	19350 	20262 
A,V13330,HTC,MIO_EUR,HR	: @C	: @C	: @C	143 	126 	123 	145 
A,V13330,HTC,MIO_EUR,HU	696 	607 	575 	605 	632 	646 	668 
A,V13330,HTC,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: 	: 
A,V13330,HTC,MIO_EUR,IT	8712 	8594 	8920 	8553 	8551 	8618 	8667 
A,V13330,HTC,MIO_EUR,LT	71 	67 	70 	82 	90 	100 	110 
A,V13330,HTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,HTC,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,HTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,HTC,MIO_EUR,NL	: @C	2565 	2625 	2792 	2964 	3123 	3303 
A,V13330,HTC,MIO_EUR,NO	: @C	: @C	: @C	: @C	: @C	1656 	: @C
A,V13330,HTC,MIO_EUR,PL	: @C	647 	711 	713 	813 	774 	865 
A,V13330,HTC,MIO_EUR,PT	594 	686 	710 	643 	583 	718 b	579 
A,V13330,HTC,MIO_EUR,RO	434 p	364 p	379 	417 	422 	471 	501 
A,V13330,HTC,MIO_EUR,SE	: @C	: @C	: @C	: @C	5542 	: @C	: @C
A,V13330,HTC,MIO_EUR,SI	135 	141 	146 	148 	154 	157 	160 
A,V13330,HTC,MIO_EUR,SK	228 	: @C	252 b	310 	301 	331 	336 
A,V13330,HTC,MIO_EUR,TR	: 	396 	: 	: 	: 	: 	: 
A,V13330,HTC,MIO_EUR,UK	10354 	8258 	8640 	9244 	10042 	10240 	12103 
A,V13330,KIS_HTC,MIO_EUR,AT	967 	974 	996 	1102 	1204 	1282 	1310 
A,V13330,KIS_HTC,MIO_EUR,BE	: @C	1722 	1694 	1601 	1687 	1724 	1757 
A,V13330,KIS_HTC,MIO_EUR,BG	68 	71 	68 	82 	89 	100 	113 
A,V13330,KIS_HTC,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,KIS_HTC,MIO_EUR,CY	50 	64 	65 	69 	62 	47 	47 
A,V13330,KIS_HTC,MIO_EUR,CZ	592 p	608 	638 	704 	690 	687 	684 
A,V13330,KIS_HTC,MIO_EUR,DE	8253 	8376 	7156 	7596 	8141 	8894 	9986 
A,V13330,KIS_HTC,MIO_EUR,DK	463 	455 	431 	507 	471 	542 	518 
A,V13330,KIS_HTC,MIO_EUR,EE	62 	: @C	65 	78 	83 	94 	101 
A,V13330,KIS_HTC,MIO_EUR,EL	527 	572 	482 	401 	407 	455 	348 
A,V13330,KIS_HTC,MIO_EUR,ES	3487 	3498 	3575 	3645 	3640 	3598 	4104 
A,V13330,KIS_HTC,MIO_EUR,EU27_2007	52472 	50260 e	: @C	: @C	: 	: 	: 
A,V13330,KIS_HTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V13330,KIS_HTC,MIO_EUR,EU28	: 	: 	: 	: @C	55873 e	56930 e	: 
A,V13330,KIS_HTC,MIO_EUR,FI	: @C	: @C	729 	: @C	: @C	: b	826 
A,V13330,KIS_HTC,MIO_EUR,FR	: @C	12616 	13124 	13978 	14422 	14466 	15099 
A,V13330,KIS_HTC,MIO_EUR,HR	: @C	: @C	: @C	113 	102 	92 	111 
A,V13330,KIS_HTC,MIO_EUR,HU	400 	369 	327 	334 	368 	400 	430 
A,V13330,KIS_HTC,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: 	: 
A,V13330,KIS_HTC,MIO_EUR,IT	5939 	5998 	6328 	5819 	5962 	5986 	6185 
A,V13330,KIS_HTC,MIO_EUR,LT	57 	57 	58 	70 	78 	87 	96 
A,V13330,KIS_HTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,KIS_HTC,MIO_EUR,LV	46 	45 	39 	44 	57 	65 	68 
A,V13330,KIS_HTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,KIS_HTC,MIO_EUR,NL	2044 	2116 	2128 	2298 	2488 	2570 	2761 
A,V13330,KIS_HTC,MIO_EUR,NO	1006 	1017 	1055 	1184 	1367 	1435 	1342 
A,V13330,KIS_HTC,MIO_EUR,PL	: @C	466 	499 	525 	612 	595 	670 
A,V13330,KIS_HTC,MIO_EUR,PT	479 	573 	598 	537 	492 	627 b	488 
A,V13330,KIS_HTC,MIO_EUR,RO	370 p	309 p	317 	347 	354 	393 	417 
A,V13330,KIS_HTC,MIO_EUR,SE	: @C	2919 	3314 	3810 	3980 	: @C	3995 
A,V13330,KIS_HTC,MIO_EUR,SI	79 	82 	83 	85 	89 	89 	88 
A,V13330,KIS_HTC,MIO_EUR,SK	165 	150 	185 b	247 	237 	267 	269 
A,V13330,KIS_HTC,MIO_EUR,TR	: 	273 	: 	: 	: 	: 	: 
A,V13330,KIS_HTC,MIO_EUR,UK	8849 	6972 	7442 	8050 	8687 	8884 	10487 
A,V13330,KIS_MKT_OTH,MIO_EUR,AT	2179 	2134 	2210 	2382 	2538 	2693 	2775 
A,V13330,KIS_MKT_OTH,MIO_EUR,BE	2903 	: @C	: @C	: @C	3837 	3942 	4137 
A,V13330,KIS_MKT_OTH,MIO_EUR,BG	90 	89 	80 	: @C	95 	101 	110 
A,V13330,KIS_MKT_OTH,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,KIS_MKT_OTH,MIO_EUR,CY	: @C	: @C	: @C	85 	86 	78 	81 
A,V13330,KIS_MKT_OTH,MIO_EUR,CZ	1083 p	874 	918 	954 	954 	925 	926 
A,V13330,KIS_MKT_OTH,MIO_EUR,DE	13448 	13606 	15106 	16285 	16625 	17592 	19314 
A,V13330,KIS_MKT_OTH,MIO_EUR,DK	796 	: @C	763 	686 	727 	782 	810 
A,V13330,KIS_MKT_OTH,MIO_EUR,EE	: @C	: @C	: @C	: @C	134 	137 	145 
A,V13330,KIS_MKT_OTH,MIO_EUR,EL	885 	874 	827 	775 	706 	626 	586 
A,V13330,KIS_MKT_OTH,MIO_EUR,ES	6793 	6275 	6263 	6198 	6215 	5951 	6868 
A,V13330,KIS_MKT_OTH,MIO_EUR,EU27_2007	95423 	: @C	95040 e	99412 e	: 	: 	: 
A,V13330,KIS_MKT_OTH,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V13330,KIS_MKT_OTH,MIO_EUR,EU28	: 	: 	: 	99609 e	103392 e	: @C	: 
A,V13330,KIS_MKT_OTH,MIO_EUR,FI	: @C	: @C	: @C	: @C	: @C	: b	: @C
A,V13330,KIS_MKT_OTH,MIO_EUR,FR	: @C	: @C	30456 	32052 	33099 	: @C	29975 
A,V13330,KIS_MKT_OTH,MIO_EUR,HR	: @C	: @C	: @C	181 	: @C	: @C	: @C
A,V13330,KIS_MKT_OTH,MIO_EUR,HU	618 	510 	500 	528 	504 	509 	511 
A,V13330,KIS_MKT_OTH,MIO_EUR,IE	802 	711 	643 	648 	671 	: 	: 
A,V13330,KIS_MKT_OTH,MIO_EUR,IT	7794 	6968 	7554 	7712 	7364 	7512 	7925 
A,V13330,KIS_MKT_OTH,MIO_EUR,LT	134 	111 	103 	113 	124 	134 	149 
A,V13330,KIS_MKT_OTH,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,KIS_MKT_OTH,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,KIS_MKT_OTH,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V13330,KIS_MKT_OTH,MIO_EUR,NL	5399 	5589 	5393 	5502 	5753 	5870 	5191 
A,V13330,KIS_MKT_OTH,MIO_EUR,NO	: 	2069 	2324 	2598 	2994 	3638 	3359 
A,V13330,KIS_MKT_OTH,MIO_EUR,PL	: @C	: @C	: @C	: @C	985 	997 	1121 
A,V13330,KIS_MKT_OTH,MIO_EUR,PT	1099 	1107 	1149 	1143 	1097 	1129 b	1170 
A,V13330,KIS_MKT_OTH,MIO_EUR,RO	376 p	372 p	369 	415 	415 	452 	: @C
A,V13330,KIS_MKT_OTH,MIO_EUR,SE	: @C	: @C	: @C	: @C	: @C	: @C	6128 
A,V13330,KIS_MKT_OTH,MIO_EUR,SI	124 	132 	138 	145 	: @C	130 	137 
A,V13330,KIS_MKT_OTH,MIO_EUR,SK	211 	: @C	297 b	: @C	325 	348 	384 
A,V13330,KIS_MKT_OTH,MIO_EUR,TR	: 	535 	: 	: 	: 	: 	: 
A,V13330,KIS_MKT_OTH,MIO_EUR,UK	13682 	10946 	11619 	11511 	12829 	13037 	14769 
A,V13330,LKIS_MKT,MIO_EUR,AT	7658 	7809 	7948 	8246 	8749 	9088 	9222 
A,V13330,LKIS_MKT,MIO_EUR,BE	8481 	8496 	: @C	: @C	10284 	10404 	10651 
A,V13330,LKIS_MKT,MIO_EUR,BG	429 	442 	426 	471 	487 	508 	534 
A,V13330,LKIS_MKT,MIO_EUR,CH	: 	7152 	7839 b	8970 	9373 	9431 	9809 
A,V13330,LKIS_MKT,MIO_EUR,CY	258 	264 	272 	285 	287 	252 	255 
A,V13330,LKIS_MKT,MIO_EUR,CZ	3658 p	3114 	3243 	3423 	3336 	3222 	3119 
A,V13330,LKIS_MKT,MIO_EUR,DE	36557 	41548 	42444 	45274 	46074 	46149 	49240 
A,V13330,LKIS_MKT,MIO_EUR,DK	2380 	2332 	2330 	2251 	2342 	2376 	2416 
A,V13330,LKIS_MKT,MIO_EUR,EE	495 	412 	395 	425 	470 	500 	547 
A,V13330,LKIS_MKT,MIO_EUR,EL	3908 	4111 	3835 	3516 	3051 	2662 	2702 
A,V13330,LKIS_MKT,MIO_EUR,ES	26999 	25667 	25534 	25613 	25386 	24927 	25437 
A,V13330,LKIS_MKT,MIO_EUR,EU27_2007	253661 	250827 e	258577 e	269917 e	: 	: 	: 
A,V13330,LKIS_MKT,MIO_EUR,EU28	: 	: 	: 	270361 e	276836 e	276266 e	: 
A,V13330,LKIS_MKT,MIO_EUR,FI	: 	: 	: 	: @C	: 	3873 b	: 
A,V13330,LKIS_MKT,MIO_EUR,FR	: 	62657 	64892 	68582 	70246 	69059 	66354 
A,V13330,LKIS_MKT,MIO_EUR,HR	: @C	: @C	: @C	597 	569 	546 	647 
A,V13330,LKIS_MKT,MIO_EUR,HU	2293 	1888 	1755 	1779 	1727 	1754 	1788 
A,V13330,LKIS_MKT,MIO_EUR,IE	2213 	2011 	1850 	1773 	1809 	: 	: 
A,V13330,LKIS_MKT,MIO_EUR,IT	32537 	32779 	33736 	34242 	34590 	34599 	35136 
A,V13330,LKIS_MKT,MIO_EUR,LT	763 	608 	539 	586 	632 	713 	760 
A,V13330,LKIS_MKT,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: b	: @C
A,V13330,LKIS_MKT,MIO_EUR,LV	503 	371 	331 	355 	401 	426 	449 
A,V13330,LKIS_MKT,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	51 	53 
A,V13330,LKIS_MKT,MIO_EUR,NL	10604 	11099 	11471 	12081 	12720 	13147 	: @C
A,V13330,LKIS_MKT,MIO_EUR,NO	4542 	4332 	4692 	5113 	5596 	5554 	5291 
A,V13330,LKIS_MKT,MIO_EUR,PL	4065 	3419 	3817 	3905 	4344 	4150 	4436 
A,V13330,LKIS_MKT,MIO_EUR,PT	4309 	4176 	4182 	4220 	3952 	3648 b	3752 
A,V13330,LKIS_MKT,MIO_EUR,RO	1705 p	1491 p	1458 	1517 	1566 	1650 	1749 
A,V13330,LKIS_MKT,MIO_EUR,SE	11962 	10464 	11935 	13398 	14254 	14799 	14698 
A,V13330,LKIS_MKT,MIO_EUR,SI	464 	471 	473 	450 	: @C	433 	439 
A,V13330,LKIS_MKT,MIO_EUR,SK	886 	1065 	1216 b	1394 	1320 	1313 	1214 
A,V13330,LKIS_MKT,MIO_EUR,TR	: 	2805 	: 	: 	: 	: 	: 
A,V13330,LKIS_MKT,MIO_EUR,UK	23158 	20247 	21318 	22336 	23533 	23700 	25805 
A,V15110,C,MIO_EUR,AT	6892 	5640 	5142 	5686 	6473 	6003 	6178 
A,V15110,C,MIO_EUR,BE	8400 	7423 	7537 	10742 	8462 	7804 	9016 
A,V15110,C,MIO_EUR,BG	2440 	1526 	1125 	1270 	1654 	2107 	2132 
A,V15110,C,MIO_EUR,CH	: 	6863 	7748 b	9490 	8844 	8613 	12486 
A,V15110,C,MIO_EUR,CY	284 	291 	253 	142 	115 	64 	57 
A,V15110,C,MIO_EUR,CZ	8699 p	4928 	5129 	6155 	6564 	6597 	7081 
A,V15110,C,MIO_EUR,DE	62527 	48500 	48805 	57398 	59155 	58638 	59650 
A,V15110,C,MIO_EUR,DK	4362 	3324 	2975 	3341 	3320 	3068 	3122 
A,V15110,C,MIO_EUR,EE	514 	300 	358 	553 	561 	513 	636 
A,V15110,C,MIO_EUR,EL	3529 	3131 	2810 	1825 	3156 	1390 	1589 
A,V15110,C,MIO_EUR,ES	23070 	16603 	14391 	13971 	13168 	13045 	13706 
A,V15110,C,MIO_EUR,EU27_2007	: 	206000 e	: 	: 	: 	: 	: 
A,V15110,C,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V15110,C,MIO_EUR,EU28	: 	: 	: 	: 	227158 e	221000 e	239983 p
A,V15110,C,MIO_EUR,FI	4156 	3133 	2510 	2762 	3161 	2684 b	2691 
A,V15110,C,MIO_EUR,FR	: 	24249 	28652 	31555 	29969 	30675 	28542 
A,V15110,C,MIO_EUR,HR	1276 	917 	766 	784 	742 	716 	708 
A,V15110,C,MIO_EUR,HU	4196 	2991 	3429 	4491 	4724 	4573 	5144 
A,V15110,C,MIO_EUR,IE	2553 	2051 	1457 	2074 	2701 	3646 p	: 
A,V15110,C,MIO_EUR,IT	38364 	31024 	30896 	25707 	25902 	24475 	25733 
A,V15110,C,MIO_EUR,LT	1019 	480 	381 	611 	678 	719 	723 
A,V15110,C,MIO_EUR,LU	507 	336 	499 	374 	378 	373 	357 
A,V15110,C,MIO_EUR,LV	1009 	415 	413 	516 	593 	405 	493 
A,V15110,C,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C,MIO_EUR,NL	7736 	7193 	5993 	7129 	7294 	6846 	7158 
A,V15110,C,MIO_EUR,NO	3935 	2522 	2272 	: 	2912 	2715 	2778 
A,V15110,C,MIO_EUR,PL	15381 	10354 	9859 	10768 	10410 	11094 	12862 
A,V15110,C,MIO_EUR,PT	5593 	4805 	4061 	3863 	2934 	3172 b	3451 
A,V15110,C,MIO_EUR,RO	8885 	5394 p	4849 	5717 	6270 	4839 	5024 
A,V15110,C,MIO_EUR,SE	7401 	5254 	5439 	6440 	6468 	6678 	6529 
A,V15110,C,MIO_EUR,SI	1731 	1185 	1084 	1295 	1214 	1196 	1301 
A,V15110,C,MIO_EUR,SK	3160 	2233 	2443 b	2679 	2715 	2763 	3083 
A,V15110,C,MIO_EUR,TR	: 	16919 	: 	: 	: 	: 	: 
A,V15110,C,MIO_EUR,UK	17761 	13284 	13935 	16771 	18236 	16778 	23254 
A,V15110,C_HTC,MIO_EUR,AT	449 	347 	316 	484 	625 	516 	582 
A,V15110,C_HTC,MIO_EUR,BE	: @C	996 	: @C	: @C	830 	908 	830 
A,V15110,C_HTC,MIO_EUR,BG	: @C	: @C	: @C	: @C	93 	: @C	: @C
A,V15110,C_HTC,MIO_EUR,CH	: 	1695 	1960 b	2744 	3059 	3068 	3443 
A,V15110,C_HTC,MIO_EUR,CY	11 	15 	: @C	: @C	: @C	: @C	: @C
A,V15110,C_HTC,MIO_EUR,CZ	535 p	283 	276 	290 	316 	296 	335 
A,V15110,C_HTC,MIO_EUR,DE	4987 	3515 	4460 	5675 	4914 	4264 	4281 
A,V15110,C_HTC,MIO_EUR,DK	390 	223 	476 	458 	507 	516 	600 
A,V15110,C_HTC,MIO_EUR,EE	12 	16 	24 	48 	22 	20 	30 
A,V15110,C_HTC,MIO_EUR,EL	845 	591 	: @C	65 	53 	141 	122 
A,V15110,C_HTC,MIO_EUR,ES	992 	704 	669 	790 	504 	556 	598 
A,V15110,C_HTC,MIO_EUR,EU27_2007	: 	14733 	: 	: 	: 	: 	: 
A,V15110,C_HTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V15110,C_HTC,MIO_EUR,EU28	: 	: 	: 	: 	16237 	16465 e	18107 p
A,V15110,C_HTC,MIO_EUR,FI	: @C	: @C	302 	228 	169 	: b	234 
A,V15110,C_HTC,MIO_EUR,FR	: 	2271 	2305 	2061 	2047 	2245 	1869 
A,V15110,C_HTC,MIO_EUR,HR	: @C	: @C	: @C	53 	85 	102 	94 
A,V15110,C_HTC,MIO_EUR,HU	526 	434 	486 	532 	462 	341 	438 
A,V15110,C_HTC,MIO_EUR,IE	957 	908 	576 	895 	1421 	2209 p	: 
A,V15110,C_HTC,MIO_EUR,IT	1715 	1359 	1266 	1480 	1273 	1284 	1578 
A,V15110,C_HTC,MIO_EUR,LT	23 	7 	18 	25 	18 	31 	21 
A,V15110,C_HTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_HTC,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_HTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_HTC,MIO_EUR,NL	: @C	382 	267 	226 	: @C	325 	: @C
A,V15110,C_HTC,MIO_EUR,NO	: @C	: @C	: @C	: @C	: @C	70 	: @C
A,V15110,C_HTC,MIO_EUR,PL	494 	344 	436 	354 	266 	263 	390 
A,V15110,C_HTC,MIO_EUR,PT	153 	115 	84 	106 	105 	98 b	116 
A,V15110,C_HTC,MIO_EUR,RO	270 	164 p	171 	169 	229 	179 	191 
A,V15110,C_HTC,MIO_EUR,SE	: @C	: @C	: @C	: @C	461 	440 	: @C
A,V15110,C_HTC,MIO_EUR,SI	206 	158 	167 	156 	147 	193 	228 
A,V15110,C_HTC,MIO_EUR,SK	280 	: @C	270 b	163 	102 	105 	123 
A,V15110,C_HTC,MIO_EUR,TR	: 	279 	: 	: 	: 	: 	: 
A,V15110,C_HTC,MIO_EUR,UK	1465 	1112 	1216 	1189 	1261 	1183 	1380 
A,V15110,C_HTC_M,MIO_EUR,AT	2192 	1585 	1584 	1757 	2041 	1771 	1618 
A,V15110,C_HTC_M,MIO_EUR,BE	: @C	: @C	2150 	3297 	2804 	2150 	3096 
A,V15110,C_HTC_M,MIO_EUR,BG	404 	222 	191 	214 	289 	308 	349 
A,V15110,C_HTC_M,MIO_EUR,CH	: 	1448 	1688 b	1875 	1665 	1652 	4851 
A,V15110,C_HTC_M,MIO_EUR,CY	15 	13 	: @C	: @C	: @C	: @C	: @C
A,V15110,C_HTC_M,MIO_EUR,CZ	3585 p	1949 	1908 	2598 	3032 	3019 	3113 
A,V15110,C_HTC_M,MIO_EUR,DE	30038 	23323 	23093 	27491 	29408 	29925 	29642 
A,V15110,C_HTC_M,MIO_EUR,DK	1088 	647 	1070 	1237 	880 	790 	837 
A,V15110,C_HTC_M,MIO_EUR,EE	82 	45 	44 	59 	94 	78 	67 
A,V15110,C_HTC_M,MIO_EUR,EL	317 	335 	: @C	180 	156 	158 	219 
A,V15110,C_HTC_M,MIO_EUR,ES	5494 	4434 	3360 	3448 	4143 	4773 	4876 
A,V15110,C_HTC_M,MIO_EUR,EU27_2007	: 	67371 e	: 	: 	: 	: 	: 
A,V15110,C_HTC_M,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V15110,C_HTC_M,MIO_EUR,EU28	: 	: 	: 	: 	83769 e	82525 e	88144 p
A,V15110,C_HTC_M,MIO_EUR,FI	951 	873 	496 	: @C	: @C	: b	: @C
A,V15110,C_HTC_M,MIO_EUR,FR	: 	9186 	10440 	11255 	10576 	11043 	9574 
A,V15110,C_HTC_M,MIO_EUR,HR	201 	152 	147 	: @C	94 	84 	91 
A,V15110,C_HTC_M,MIO_EUR,HU	1411 	1063 	1413 	2116 	2640 	2223 	2184 
